matchId,matchDate,matchType,ouid,nickname,matchResult,matchEndType,foul,injury,redCards,yellowCards,possession,averageRating,dribble,cornerKick,offsideCount,shootTotal,effectiveShootTotal,goalTotal,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,throughPassTry,throughPassSuccess,tackleTry,tackleSuccess,blockTry,blockSuccess,goalTime,x,y,type,result,spId,assist,assistSpId,hitPost,inPenalty
67e4780d5f4013349c5c4ce3,2025-03-26T21:59:40,50,f3cbfbf19ad98f9a4c825292769b0134,SP0T1FY,패,2,0,0,0,0,51,3.71667,19,1,0,2,2,1,0,0,23,19,5,5,2,0,16,14,3,3,0,0,901,0.9717641472816468,0.54933750629425,2,3,827028130,True,802190043,False,True
67e4780d5f4013349c5c4ce3,2025-03-26T21:59:40,50,f3cbfbf19ad98f9a4c825292769b0134,SP0T1FY,패,2,0,0,0,0,51,3.71667,19,1,0,2,2,1,0,0,23,19,5,5,2,0,16,14,3,3,0,0,1027,0.9123580455780028,0.3904536068439484,1,1,827028130,True,802190043,False,True
67e4780d5f4013349c5c4ce3,2025-03-26T21:59:40,50,ae8290ad04b5c668ef77656787e763d7,드롭더비치,승,1,0,0,0,0,49,4.02778,17,0,0,2,2,2,0,0,18,16,5,5,1,1,11,9,2,0,2,0,1285,0.924991488456726,0.4489235877990723,1,3,274254642,True,814222000,False,True
67e4780d5f4013349c5c4ce3,2025-03-26T21:59:40,50,ae8290ad04b5c668ef77656787e763d7,드롭더비치,승,1,0,0,0,0,49,4.02778,17,0,0,2,2,2,0,0,18,16,5,5,1,1,11,9,2,0,2,0,102,0.932262361049652,0.5353977680206299,3,3,827005661,True,829238794,False,True
67e4779df74d815b672e4576,2025-03-26T21:58:04,50,9e70559a2eec8ac2adb479c61e231280,오리너구리FC,승,1,0,0,0,0,51,3.78333,13,2,0,6,4,0,0,0,14,12,9,8,0,0,4,3,3,1,0,0,156,0.8371667861938477,0.4533116221427917,6,1,827005419,False,-1,False,False
67e4779df74d815b672e4576,2025-03-26T21:58:04,50,9e70559a2eec8ac2adb479c61e231280,오리너구리FC,승,1,0,0,0,0,51,3.78333,13,2,0,6,4,0,0,0,14,12,9,8,0,0,4,3,3,1,0,0,541,0.9116315245628356,0.4723441004753113,6,1,827005419,True,832205452,False,True
67e4779df74d815b672e4576,2025-03-26T21:58:04,50,9e70559a2eec8ac2adb479c61e231280,오리너구리FC,승,1,0,0,0,0,51,3.78333,13,2,0,6,4,0,0,0,14,12,9,8,0,0,4,3,3,1,0,0,734,0.8669400811195374,0.4021187424659729,2,2,827005419,False,-1,False,True
67e4779df74d815b672e4576,2025-03-26T21:58:04,50,9e70559a2eec8ac2adb479c61e231280,오리너구리FC,승,1,0,0,0,0,51,3.78333,13,2,0,6,4,0,0,0,14,12,9,8,0,0,4,3,3,1,0,0,1245,0.8159380555152893,0.4185771346092224,1,1,827005419,True,829252371,False,False
67e4779df74d815b672e4576,2025-03-26T21:58:04,50,9e70559a2eec8ac2adb479c61e231280,오리너구리FC,승,1,0,0,0,0,51,3.78333,13,2,0,6,4,0,0,0,14,12,9,8,0,0,4,3,3,1,0,0,1406,0.8456612229347229,0.4425761699676514,2,2,825238794,True,256204963,False,True
67e4779df74d815b672e4576,2025-03-26T21:58:04,50,9e70559a2eec8ac2adb479c61e231280,오리너구리FC,승,1,0,0,0,0,51,3.78333,13,2,0,6,4,0,0,0,14,12,9,8,0,0,4,3,3,1,0,0,1639,0.8430007100105286,0.390429824590683,1,1,832239053,False,-1,False,False
67e4777739ca31702aa5c10e,2025-03-26T21:59:01,50,e2e05ecc2dfd1d7c52fd5f2c63f16dd1,슛때,패,2,0,0,0,0,40,3.16667,21,3,0,4,3,0,0,0,21,18,9,9,3,1,8,8,3,2,4,0,1729,0.8530596494674683,0.4289677739143372,1,1,278200104,True,270190460,False,True
67e4777739ca31702aa5c10e,2025-03-26T21:59:01,50,e2e05ecc2dfd1d7c52fd5f2c63f16dd1,슛때,패,2,0,0,0,0,40,3.16667,21,3,0,4,3,0,0,0,21,18,9,9,3,1,8,8,3,2,4,0,1322,0.8496494293212891,0.4415494799613953,1,1,815213648,True,820264453,False,True
67e4777739ca31702aa5c10e,2025-03-26T21:59:01,50,e2e05ecc2dfd1d7c52fd5f2c63f16dd1,슛때,패,2,0,0,0,0,40,3.16667,21,3,0,4,3,0,0,0,21,18,9,9,3,1,8,8,3,2,4,0,810,0.8213439583778381,0.5474127531051636,1,2,256227535,True,826232488,False,False
67e4777739ca31702aa5c10e,2025-03-26T21:59:01,50,e2e05ecc2dfd1d7c52fd5f2c63f16dd1,슛때,패,2,0,0,0,0,40,3.16667,21,3,0,4,3,0,0,0,21,18,9,9,3,1,8,8,3,2,4,0,660,0.9685251116752625,0.6409790515899658,3,1,807202126,False,-1,False,True
67e47674b1a2f613a54fc6a8,2025-03-26T21:59:52,50,1eeb71d0e4b3c1c83b0dbf55b5099065,무조건공격이다,승,0,0,0,0,0,46,4.66111,54,1,0,5,5,3,0,0,98,83,51,46,5,1,36,30,13,9,8,1,16779862,0.951306402683258,0.4936995506286621,2,3,270241637,True,827254642,False,True
67e47674b1a2f613a54fc6a8,2025-03-26T21:59:52,50,1eeb71d0e4b3c1c83b0dbf55b5099065,무조건공격이다,승,0,0,0,0,0,46,4.66111,54,1,0,5,5,3,0,0,98,83,51,46,5,1,36,30,13,9,8,1,2190,0.9378293752670288,0.5271315574645996,2,3,827254642,True,810208618,False,True
