matchId,matchDate,matchType,ouid,nickname,matchResult,matchEndType,foul,injury,redCards,yellowCards,possession,averageRating,dribble,cornerKick,offsideCount,shootTotal,effectiveShootTotal,goalTotal,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,throughPassTry,throughPassSuccess,tackleTry,tackleSuccess,blockTry,blockSuccess,goalTime,x,y,type,result,spId,assist,assistSpId,hitPost,inPenalty
67e1f18d273fbc4a46b37f9b,2025-03-24T23:59:37,50,55c2061645c1492e95e62eed782af8f8,나이기면축잘알,승,1,0,0,0,0,100,4.59444,6,0,0,1,1,1,0,0,6,6,6,6,0,0,0,0,0,0,0,0,182,0.7884353399276733,0.3292382657527924,1,3,820239085,True,825231866,False,False
67e1f1017f5021c485400a6f,2025-03-24T23:58:01,50,87646786082028345ae3ccb7d3f08f50,LaCintura,승,1,0,0,0,0,91,4.16111,38,1,1,4,3,2,0,0,41,37,30,28,5,4,4,4,4,4,0,0,210,0.8955562710762024,0.5024130940437317,1,3,820020801,True,828231747,False,True
67e1f1017f5021c485400a6f,2025-03-24T23:58:01,50,87646786082028345ae3ccb7d3f08f50,LaCintura,승,1,0,0,0,0,91,4.16111,38,1,1,4,3,2,0,0,41,37,30,28,5,4,4,4,4,4,0,0,660,0.9339712262153624,0.53002381324768,3,2,825165153,False,-1,False,True
67e1f1017f5021c485400a6f,2025-03-24T23:58:01,50,87646786082028345ae3ccb7d3f08f50,LaCintura,승,1,0,0,0,0,91,4.16111,38,1,1,4,3,2,0,0,41,37,30,28,5,4,4,4,4,4,0,0,831,0.8818807601928711,0.5080440640449524,1,3,810252371,True,828231747,False,True
67e1f1017f5021c485400a6f,2025-03-24T23:58:01,50,87646786082028345ae3ccb7d3f08f50,LaCintura,승,1,0,0,0,0,91,4.16111,38,1,1,4,3,2,0,0,41,37,30,28,5,4,4,4,4,4,0,0,603,0.8757502436637878,0.598380982875824,1,1,820020801,False,-1,False,True
67e1f0e21c978d33ea295ae5,2025-03-24T23:58:32,50,d8c3bf06b3e33235bf090f059cf1616e,Uraj,승,1,0,0,0,0,57,4.18333,21,2,0,5,4,2,0,0,31,28,17,17,2,1,12,10,1,1,0,0,724,0.8614031672477722,0.6852261424064636,1,2,820202126,False,-1,False,True
67e1f0e21c978d33ea295ae5,2025-03-24T23:58:32,50,d8c3bf06b3e33235bf090f059cf1616e,Uraj,승,1,0,0,0,0,57,4.18333,21,2,0,5,4,2,0,0,31,28,17,17,2,1,12,10,1,1,0,0,500,0.9026762247085572,0.6678138375282288,1,3,831200104,True,825177003,False,True
67e1f0e21c978d33ea295ae5,2025-03-24T23:58:32,50,d8c3bf06b3e33235bf090f059cf1616e,Uraj,승,1,0,0,0,0,57,4.18333,21,2,0,5,4,2,0,0,31,28,17,17,2,1,12,10,1,1,0,0,788,0.8872007131576538,0.4805501103401184,3,1,820202126,False,-1,False,True
67e1f0e21c978d33ea295ae5,2025-03-24T23:58:32,50,d8c3bf06b3e33235bf090f059cf1616e,Uraj,승,1,0,0,0,0,57,4.18333,21,2,0,5,4,2,0,0,31,28,17,17,2,1,12,10,1,1,0,0,1193,0.87214595079422,0.2510421872138977,2,3,831200104,True,289190460,False,True
67e1f0e21c978d33ea295ae5,2025-03-24T23:58:32,50,d8c3bf06b3e33235bf090f059cf1616e,Uraj,승,1,0,0,0,0,57,4.18333,21,2,0,5,4,2,0,0,31,28,17,17,2,1,12,10,1,1,0,0,1102,0.84160828590393,0.3985930383205414,7,1,831200104,False,-1,False,False
67e1f0de00c4746bd495b9e0,2025-03-24T23:59:31,50,32ab12fe1cbd2fa56ec037870ccf3101,물개고츄,승,1,0,0,0,0,55,4.16667,22,0,0,4,4,4,0,0,31,28,21,21,0,0,10,7,3,1,3,0,761,0.9610278010368348,0.5714900493621826,6,3,825247699,True,270246763,False,True
67e1f0de00c4746bd495b9e0,2025-03-24T23:59:31,50,32ab12fe1cbd2fa56ec037870ccf3101,물개고츄,승,1,0,0,0,0,55,4.16667,22,0,0,4,4,4,0,0,31,28,21,21,0,0,10,7,3,1,3,0,1351,0.8902827501296997,0.5146132111549377,6,3,827049369,True,825247699,False,True
67e1f0de00c4746bd495b9e0,2025-03-24T23:59:31,50,32ab12fe1cbd2fa56ec037870ccf3101,물개고츄,승,1,0,0,0,0,55,4.16667,22,0,0,4,4,4,0,0,31,28,21,21,0,0,10,7,3,1,3,0,1643,0.8909227252006531,0.4421661198139191,6,3,825247699,True,827049369,False,True
67e1f0de00c4746bd495b9e0,2025-03-24T23:59:31,50,32ab12fe1cbd2fa56ec037870ccf3101,물개고츄,승,1,0,0,0,0,55,4.16667,22,0,0,4,4,4,0,0,31,28,21,21,0,0,10,7,3,1,3,0,361,0.938127875328064,0.6038324236869812,6,3,825247699,False,-1,False,True
67e1f0de00c4746bd495b9e0,2025-03-24T23:59:31,50,e7d0f868ee078a5b2771134d09ff93f3,홍구는애니머르,패,2,0,0,0,0,45,3.51111,30,0,0,3,2,1,0,0,39,36,27,26,2,1,6,5,1,0,3,0,1138,0.9764488339424132,0.44333478808403,3,3,832227796,True,251214100,False,True
67e1f0de00c4746bd495b9e0,2025-03-24T23:59:31,50,e7d0f868ee078a5b2771134d09ff93f3,홍구는애니머르,패,2,0,0,0,0,45,3.51111,30,0,0,3,2,1,0,0,39,36,27,26,2,1,6,5,1,0,3,0,925,0.869069516658783,0.4076682627201,2,1,268000250,True,289049369,False,True
67e1f0de00c4746bd495b9e0,2025-03-24T23:59:31,50,e7d0f868ee078a5b2771134d09ff93f3,홍구는애니머르,패,2,0,0,0,0,45,3.51111,30,0,0,3,2,1,0,0,39,36,27,26,2,1,6,5,1,0,3,0,1034,0.8295900821685791,0.5179292559623718,2,2,268000250,True,251214100,False,False
67e1f0cd2047008dd0344975,2025-03-24T23:57:21,50,51c963483b08c3ad04ba1aafec7278a0,spab,패,2,0,0,0,0,40,3.22222,11,0,0,1,1,0,0,0,18,16,15,14,0,0,3,2,1,0,1,0,268,0.7737240195274353,0.5658032298088074,1,1,829208333,True,827001075,False,False
67e1f0cd2047008dd0344975,2025-03-24T23:57:21,50,6456f9a3043c391aa5aeb5ddd5534530,mageedoon,승,1,0,0,0,0,60,4.94444,9,0,0,3,3,3,0,0,11,11,9,9,0,0,2,2,1,0,2,0,429,0.8997873067855835,0.5066099166870117,2,3,814216388,True,283210008,False,True
67e1f0cd2047008dd0344975,2025-03-24T23:57:21,50,6456f9a3043c391aa5aeb5ddd5534530,mageedoon,승,1,0,0,0,0,60,4.94444,9,0,0,3,3,3,0,0,11,11,9,9,0,0,2,2,1,0,2,0,781,0.9034736156463624,0.3980012238025665,6,3,265231747,True,283193301,False,True
67e1f0cd2047008dd0344975,2025-03-24T23:57:21,50,6456f9a3043c391aa5aeb5ddd5534530,mageedoon,승,1,0,0,0,0,60,4.94444,9,0,0,3,3,3,0,0,11,11,9,9,0,0,2,2,1,0,2,0,521,0.85743498802185,0.6713399887084961,2,3,828194765,False,-1,False,True
67e1f0c353aeb729cc75090f,2025-03-24T23:57:38,50,606ceb6f4fa194abe938bc19910a44ba,FS밥상,승,1,0,0,0,0,45,4.07778,6,0,0,2,2,2,0,0,2,2,1,1,0,0,1,1,3,3,0,0,567,0.8931542634963989,0.5711423754692078,2,3,832188545,True,242251804,False,True
67e1f0c353aeb729cc75090f,2025-03-24T23:57:38,50,606ceb6f4fa194abe938bc19910a44ba,FS밥상,승,1,0,0,0,0,45,4.07778,6,0,0,2,2,2,0,0,2,2,1,1,0,0,1,1,3,3,0,0,116,0.8816216588020325,0.4517273604869843,6,3,832188545,True,825190045,False,True
67e1f096ba4ee7ed32238778,2025-03-24T23:58:36,50,c4b5709eabdd6b4f76db86e9d9c7e53c,귀뚜라미보일러,패,2,0,0,0,0,44,3.22778,32,2,0,2,2,0,0,0,49,42,37,33,2,1,8,7,2,2,4,0,553,0.8494634032249451,0.334933340549469,2,1,829190871,True,829158023,False,True
67e1f096ba4ee7ed32238778,2025-03-24T23:58:36,50,c4b5709eabdd6b4f76db86e9d9c7e53c,귀뚜라미보일러,패,2,0,0,0,0,44,3.22778,32,2,0,2,2,0,0,0,49,42,37,33,2,1,8,7,2,2,4,0,618,0.9386196732521056,0.5906692147254944,3,1,832194765,False,-1,False,True
