matchId,matchDate,matchType,ouid,nickname,matchResult,possession,averageRating,dribble,cornerKick,offsideCount,shootTotal,effectiveShootTotal,goalTotal,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,throughPassTry,throughPassSuccess,tackleTry,tackleSuccess,blockTry,blockSuccess,goalTime,x,y,type,result,spId,assist,assistSpId,hitPost,inPenalty
67e12be733585b3a32045130,2025-03-24T09:58:02,50,191153614481f02ee37cd8b4480dc8c1,8딱8딱구토따리,승,46,4.67222,14,2,0,4,4,3,0,0,20,18,12,12,3,2,5,4,1,1,1,0,859,0.8073805570602417,0.3407243192195892,1,1,289183898,True,251182521,False,False
67e12be733585b3a32045130,2025-03-24T09:58:02,50,191153614481f02ee37cd8b4480dc8c1,8딱8딱구토따리,승,46,4.67222,14,2,0,4,4,3,0,0,20,18,12,12,3,2,5,4,1,1,1,0,930,0.9267222285270692,0.5600830912590027,3,3,252155862,True,289183898,False,True
67e12be733585b3a32045130,2025-03-24T09:58:02,50,191153614481f02ee37cd8b4480dc8c1,8딱8딱구토따리,승,46,4.67222,14,2,0,4,4,3,0,0,20,18,12,12,3,2,5,4,1,1,1,0,389,0.8481652140617371,0.3899858593940735,2,3,253165153,True,810173608,False,True
67e12be733585b3a32045130,2025-03-24T09:58:02,50,191153614481f02ee37cd8b4480dc8c1,8딱8딱구토따리,승,46,4.67222,14,2,0,4,4,3,0,0,20,18,12,12,3,2,5,4,1,1,1,0,1335,0.91613346338272,0.5519360899925232,3,3,810173608,True,289183898,False,True
67e12be65fe37135d9acec10,2025-03-24T09:58:41,50,1b8c4f48ad20bc839f4079d4f3c28183,NorthropB2Spirit,승,58,4.58889,34,1,1,5,5,3,0,0,46,41,30,30,2,1,10,7,5,3,0,0,834,0.901595950126648,0.4247612953186035,6,1,825247703,True,832231281,False,True
67e12be65fe37135d9acec10,2025-03-24T09:58:41,50,1b8c4f48ad20bc839f4079d4f3c28183,NorthropB2Spirit,승,58,4.58889,34,1,1,5,5,3,0,0,46,41,30,30,2,1,10,7,5,3,0,0,202,0.9619255065917968,0.543302595615387,3,3,831209331,True,291216267,False,True
67e12be65fe37135d9acec10,2025-03-24T09:58:41,50,1b8c4f48ad20bc839f4079d4f3c28183,NorthropB2Spirit,승,58,4.58889,34,1,1,5,5,3,0,0,46,41,30,30,2,1,10,7,5,3,0,0,1045,0.7986972332000732,0.558283269405365,1,1,825247703,True,834239837,False,False
67e12be65fe37135d9acec10,2025-03-24T09:58:41,50,1b8c4f48ad20bc839f4079d4f3c28183,NorthropB2Spirit,승,58,4.58889,34,1,1,5,5,3,0,0,46,41,30,30,2,1,10,7,5,3,0,0,434,0.8775977492332458,0.3946453332901,2,3,829242516,True,834239837,False,True
67e12be65fe37135d9acec10,2025-03-24T09:58:41,50,1b8c4f48ad20bc839f4079d4f3c28183,NorthropB2Spirit,승,58,4.58889,34,1,1,5,5,3,0,0,46,41,30,30,2,1,10,7,5,3,0,0,1153,0.9371039271354676,0.3914816081523895,6,3,829242516,True,291232487,False,True
67e12be5e9f5d8f128bc7723,2025-03-24T09:56:03,50,a8051bfb16e373905ede41e81c527eb1,마빡이내딱갈,승,80,4.18889,6,0,0,3,1,1,0,0,7,7,4,4,0,0,3,3,0,0,0,0,327,0.8623509407043457,0.6104487776756287,2,2,825209331,True,827013743,False,True
