matchId,matchDate,matchType,ouid,nickname,matchResult,possession,averageRating,dribble,cornerKick,offsideCount,shootTotal,effectiveShootTotal,goalTotal,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,throughPassTry,throughPassSuccess,tackleTry,tackleSuccess,blockTry,blockSuccess,goalTime,x,y,type,result,spId,assist,assistSpId,hitPost,inPenalty
67dcffbaae8e1ee379b6f4e1,2025-03-21T05:58:33,50,453a4a0d3aabe1d5021cbf05e0ec64b1,뼈있는한마디,승,80,3.92778,17,0,0,2,2,0,0,0,20,20,18,18,1,1,1,1,0,0,0,0,139,0.9423314332962036,0.5168201923370361,3,1,802190045,False,-1,False,True
67dcffbaae8e1ee379b6f4e1,2025-03-21T05:58:33,50,453a4a0d3aabe1d5021cbf05e0ec64b1,뼈있는한마디,승,80,3.92778,17,0,0,2,2,0,0,0,20,20,18,18,1,1,1,1,0,0,0,0,543,0.9380388259887696,0.4680857360363,2,1,216037576,True,813268513,False,True
67dcffae2e1b1f533f29e9db,2025-03-21T05:59:32,50,b414a0e71a4e670f762b72a914b17229,회기동,승,70,4.13333,12,2,0,4,3,1,0,0,22,21,17,17,2,2,3,2,1,0,2,0,476,0.790404200553894,0.6257878541946411,1,1,291213648,True,832202126,False,False
67dcffae2e1b1f533f29e9db,2025-03-21T05:59:32,50,b414a0e71a4e670f762b72a914b17229,회기동,승,70,4.13333,12,2,0,4,3,1,0,0,22,21,17,17,2,2,3,2,1,0,2,0,586,0.8238133788108826,0.7049275636672974,2,2,831200104,True,814188942,False,False
67dcffae2e1b1f533f29e9db,2025-03-21T05:59:32,50,b414a0e71a4e670f762b72a914b17229,회기동,승,70,4.13333,12,2,0,4,3,1,0,0,22,21,17,17,2,2,3,2,1,0,2,0,897,0.8456996083259583,0.4545049369335175,2,3,832202126,True,289177003,False,True
67dcffae2e1b1f533f29e9db,2025-03-21T05:59:32,50,b414a0e71a4e670f762b72a914b17229,회기동,승,70,4.13333,12,2,0,4,3,1,0,0,22,21,17,17,2,2,3,2,1,0,2,0,350,0.8076978921890259,0.4366726577281952,2,1,289177003,False,-1,False,False
67dcffa2af5c3725796de9ad,2025-03-21T05:58:08,50,4c17328ac1d2a2fb81fe6c3a7efc2654,월클거노,승,69,3.68889,8,0,0,1,1,0,0,0,13,13,10,10,0,0,2,2,0,0,0,0,183,0.9200963377952576,0.5255467295646667,2,1,828256790,False,-1,False,True
67dcff976a12a1ca5a04677f,2025-03-21T05:59:12,50,e5b0af761c1fb41a6576f8c402b6a903,대구달서구호산동,승,65,4.51667,9,0,0,3,2,2,0,0,15,14,11,10,1,1,3,3,1,1,0,0,181,0.941293478012085,0.5315036773681641,3,3,268006235,False,-1,False,True
67dcff976a12a1ca5a04677f,2025-03-21T05:59:12,50,e5b0af761c1fb41a6576f8c402b6a903,대구달서구호산동,승,65,4.51667,9,0,0,3,2,2,0,0,15,14,11,10,1,1,3,3,1,1,0,0,170,0.9795739650726318,0.8372033834457397,8,2,268005589,True,268005003,False,False
67dcff976a12a1ca5a04677f,2025-03-21T05:59:12,50,e5b0af761c1fb41a6576f8c402b6a903,대구달서구호산동,승,65,4.51667,9,0,0,3,2,2,0,0,15,14,11,10,1,1,3,3,1,1,0,0,753,0.9383520483970642,0.4491995871067047,3,3,268242519,True,268005589,False,True
